label,method,uri,query_string,body_truncated,headers_raw,source_ip,timestamp,host,user_agent
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/fetch-grid?submissionId=35,submissionId=35,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.58,2026-06-12T12:22:10+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=35,sectionId=35,csrfToken=abc123def456&sectionId=35&title%5Ben_US%5D=Short+Communications&title%5Bfr_CA%5D=Case+Studies&abbrev%5Ben_US%5D=TR&abbrev%5Bfr_CA%5D=MA&policy%5Ben_US%5D=&path=section35&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.55,2026-06-12T14:46:46+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.22,2026-06-12T10:59:56+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/users/user-grid/fetch-grid?submissionId=9,submissionId=9,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.56,2026-06-12T11:52:16+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=32,sectionId=32,csrfToken=abc123def456&sectionId=32&title%5Ben_US%5D=Meta+Analyses&title%5Bfr_CA%5D=Technical+Reports&abbrev%5Ben_US%5D=RN&abbrev%5Bfr_CA%5D=LE&policy%5Ben_US%5D=&path=section32&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.35,2026-06-12T11:51:51+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.43,2026-06-12T14:06:34+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=33,sectionId=33,csrfToken=abc123def456&sectionId=33&title%5Ben_US%5D=Special+Issue&title%5Bfr_CA%5D=Editorials&abbrev%5Ben_US%5D=REV&abbrev%5Bfr_CA%5D=BR&policy%5Ben_US%5D=&path=section33&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.30,2026-06-12T10:59:46+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.58,2026-06-12T12:50:33+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.54,2026-06-12T13:15:37+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.47,2026-06-12T11:25:43+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/fetch-grid?submissionId=34,submissionId=34,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.52,2026-06-12T10:26:22+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.43,2026-06-12T09:58:06+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/downloadExportFile?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.51,2026-06-12T10:28:13+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=24,sectionId=24,csrfToken=abc123def456&sectionId=24&title%5Ben_US%5D=Perspectives&title%5Bfr_CA%5D=Short+Communications&abbrev%5Ben_US%5D=REV&abbrev%5Bfr_CA%5D=SC&policy%5Ben_US%5D=&path=section24&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.25,2026-06-12T09:10:38+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=35,sectionId=35,csrfToken=abc123def456&sectionId=35&title%5Ben_US%5D=Research+Notes&title%5Bfr_CA%5D=Research+Notes&abbrev%5Ben_US%5D=SI&abbrev%5Bfr_CA%5D=CS&policy%5Ben_US%5D=&path=section35&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.53,2026-06-12T13:25:24+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/fetch-grid?submissionId=70,submissionId=70,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.39,2026-06-12T14:31:16+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportSubmissions?tab=export,tab=export,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.27,2026-06-12T12:37:54+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/update-query?queryId=5&wasNew=&submissionId=44&stageId=1,queryId=5&wasNew=&submissionId=44&stageId=1,csrfToken=abc123def456&users%5B%5D=32&users%5B%5D=5&subject=Short+Communications&comment=%3Cp%3ECould+you+upload+the+figures+in+higher+resolution%3F%3C%2Fp%3E&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.24,2026-06-12T11:15:23+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=15,sectionId=15,csrfToken=abc123def456&sectionId=15&title%5Ben_US%5D=Editorials&title%5Bfr_CA%5D=Reviews&abbrev%5Ben_US%5D=OR&abbrev%5Bfr_CA%5D=EDI&policy%5Ben_US%5D=&path=section15&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.37,2026-06-12T14:44:39+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=35,sectionId=35,csrfToken=abc123def456&sectionId=35&title%5Ben_US%5D=Research+Notes&title%5Bfr_CA%5D=Special+Issue&abbrev%5Ben_US%5D=SC&abbrev%5Bfr_CA%5D=SI&policy%5Ben_US%5D=&path=section35&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.32,2026-06-12T13:25:06+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=28,sectionId=28,csrfToken=abc123def456&sectionId=28&title%5Ben_US%5D=Systematic+Reviews&title%5Bfr_CA%5D=Clinical+Studies&abbrev%5Ben_US%5D=CLI&abbrev%5Bfr_CA%5D=TR&policy%5Ben_US%5D=&path=section28&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.26,2026-06-12T09:51:30+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/users/user-grid/fetch-grid?submissionId=14,submissionId=14,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.32,2026-06-12T09:33:06+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.31,2026-06-12T10:43:52+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/fetch-grid?submissionId=10,submissionId=10,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.55,2026-06-12T11:32:07+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=35,sectionId=35,csrfToken=abc123def456&sectionId=35&title%5Ben_US%5D=Articles&title%5Bfr_CA%5D=Editorials&abbrev%5Ben_US%5D=SC&abbrev%5Bfr_CA%5D=CS&policy%5Ben_US%5D=&path=section35&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.51,2026-06-12T09:53:28+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=26,sectionId=26,csrfToken=abc123def456&sectionId=26&title%5Ben_US%5D=Reviews&title%5Bfr_CA%5D=Case+Studies&abbrev%5Ben_US%5D=MA&abbrev%5Bfr_CA%5D=ART&policy%5Ben_US%5D=&path=section26&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0\r\nAccept: text/html,application/json",10.34.100.36,2026-06-12T13:22:53+00:00,ojs.local,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/update-query?queryId=28&wasNew=&submissionId=72&stageId=4,queryId=28&wasNew=&submissionId=72&stageId=4,csrfToken=abc123def456&users%5B%5D=32&users%5B%5D=5&subject=Commentaries&comment=%3Cp%3EThank+you+for+the+submission%2C+we+will+assign+reviewers+shortly.%3C%2Fp%3E&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.33,2026-06-12T13:08:29+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/downloadExportFile?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.23,2026-06-12T09:31:56+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/management/importexport/plugin/NativeImportExportPlugin/exportIssues?tab=import,tab=import,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.52,2026-06-12T09:27:23+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=5,sectionId=5,csrfToken=abc123def456&sectionId=5&title%5Ben_US%5D=Editorials&title%5Bfr_CA%5D=Short+Communications&abbrev%5Ben_US%5D=MA&abbrev%5Bfr_CA%5D=BR&policy%5Ben_US%5D=&path=section5&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.57,2026-06-12T09:43:45+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=40,sectionId=40,csrfToken=abc123def456&sectionId=40&title%5Ben_US%5D=Editorials&title%5Bfr_CA%5D=Clinical+Studies&abbrev%5Ben_US%5D=CP&abbrev%5Bfr_CA%5D=OR&policy%5Ben_US%5D=&path=section40&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.33,2026-06-12T14:24:41+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/queries/queries-grid/update-query?queryId=17&wasNew=&submissionId=51&stageId=2,queryId=17&wasNew=&submissionId=51&stageId=2,csrfToken=abc123def456&users%5B%5D=32&users%5B%5D=5&subject=Technical+Reports&comment=%3Cp%3EThis+paper+examines+carbon+sequestration+in+coastal+wetlands.%3C%2Fp%3E&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15\r\nAccept: text/html,application/json",10.34.100.24,2026-06-12T11:51:35+00:00,ojs.local,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15"
normal,GET,/index.php/publicknowledge/$$$call$$$/grid/issues/future-issue-grid/fetch-grid?submissionId=73,submissionId=73,,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.24,2026-06-12T09:05:05+00:00,ojs.local,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Safari/537.36"
normal,POST,/index.php/publicknowledge/$$$call$$$/grid/settings/sections/section-grid/update-section?sectionId=33,sectionId=33,csrfToken=abc123def456&sectionId=33&title%5Ben_US%5D=Letters+to+the+Editor&title%5Bfr_CA%5D=Research+Notes&abbrev%5Ben_US%5D=SR&abbrev%5Bfr_CA%5D=EDI&policy%5Ben_US%5D=&path=section33&wordCount=500&submitFormButton=Save,"Host: ojs.local\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36\r\nAccept: text/html,application/json",10.34.100.43,2026-06-12T13:53:37+00:00,ojs.local,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Safari/537.36"
